"","display_title","opening_date","publication_date","url","mpaa_rating","critics_pick","review","Sentiment_Score_nyt","genre"
"195","I Called Him Morgan","2017-03-24","2017-03-23","http://www.nytimes.com/2017/03/23/movies/i-called-him-morgan-review.html","",0,"In February 1972, in the midst of a blizzard, the jazz trumpeter Lee Morgan died after being shot in a Manhattan nightclub by his common-law wife, Helen. The shooting was tragic and traumatic for those who were there ¡ª one of Morgan¡¯s band mates stayed away from New York for many years after ¡ª but for the rest of the world, it has the qualities of a sad, strange, faded tabloid story.¡°I Called Him Morgan,¡± a suave and poignant documentary by Kasper Collin, dusts off the details of Morgan¡¯s life and death and brushes away the sensationalism, too. This is not a lurid true-crime tale of jealousy and drug addiction, but a delicate human drama about love, ambition and the glories of music. Edged with blues and graced with that elusive quality called swing, the film makes generous and judicious use of Morgan¡¯s recordings. The scarcity of film clips and audio of Morgan¡¯s voice is made up for by vivid black-and-white photographs and immortal tracks from the Blue Note catalog.There are fewer pictures of Helen Morgan, who didn¡¯t like to be photographed. But shortly before she died, in 1996, she recorded a series of interviews with Larry Reni Thomas, an adult-education instructor and radio host in Wilmington, N.C., where she was living at the time. Her voice ¡ª candid, funny and haunting ¡ª offers the counterpoint in a double biography, a chronicle of tenderness and self-destruction.The former Helen More grew up in poverty in rural North Carolina and escaped, at 17, to New York, where she established herself as, among other things, a kind of den mother to the jazz scene. Her apartment in the West 50s, not far from Birdland, was a place where musicians gathered to mingle, listen to records and eat her famous cooking. One of them was Lee Morgan, who met his future lover at a low point in his career, in the mid-1960s, when he risked squandering his early promise and crossover success in the service of his heroin habit. He had arrived in New York a decade earlier, a jug-eared, fleet-fingered teenage prodigy discovered by Dizzy Gillespie and nurtured by Art Blakey. Slender, stylish and ebullient, Morgan played the trumpet with speed, precision and an infectiousness that Mr. Collin wisely pauses to savor. He also lingers over the reminiscences of Morgan¡¯s colleagues ¡ª including Wayne Shorter, Paul West and Jymie Merritt ¡ª whose testimony provides a lesson in musical history and a primer on jazz aesthetics. Their bearing in interviews carries some of the essential qualities of the music: the wit, the dignity, the mixture of passionate feeling and critical intelligence. You could listen to these men talk all day, and then listen to them play all night.You are always aware that Morgan is missing from their company, that he should have grown into an elder statesman alongside them. Regret isn¡¯t the film¡¯s only key, though. Helen, Lee¡¯s senior by more than a decade, restored him to health and nurtured a creative rebirth. ¡°I Called Him Morgan¡± lingers in the period of their happiness, as Helen recalls it, and doesn¡¯t strain to make sense of the senseless violence that ended it.What happened that night seems as simple and as mysterious as a murder ballad, and yet at the same time, more a terrible accident than a full-blown tragedy. It¡¯s startling to realize how young Morgan was ¡ª 32 or 33, depending on which news article you believe ¡ª given how much he had lived. But that¡¯s what art does, including documentary film: It expands the scope of life and distills its beauty and its pain.",0.99849131009469,"Documentary"
"196","I Do... Until I Don't","2017-09-01","2017-08-31","http://www.nytimes.com/2017/08/31/movies/i-do-until-i-dont-review.html","R",0,"The most valuable takeaway from ¡°I Do ... Until I Don¡¯t,¡± Lake Bell¡¯s pained sex comedy, is that there¡¯s a lot of money in happy endings. And not the kind that are typically tacked onto movies like this one.Rather, the massage-parlor treat promised here is an anniversary gift from Cybil (Mary Steenburgen) to her longtime husband, Harvey (Paul Reiser). But the giving is itself an act of such passive-aggressive loathing that it all but destroys any comedic potential in their relationship, never mind any desire we might have to see their union endure.In that we¡¯re joined by Vivian (Dolly Wells), a bitter British filmmaker who believes marriage to be unsustainable. To prove her thesis, she has enlisted Cybil and Harvey plus two more fractured Florida couples for what she is pleased to call a documentary. Ms. Bell (who also wrote the preposterous script) and Ed Helms play an unhappily childless twosome who practice ¡°results-based¡± sex by means of a phone app that tracks ovarian cycles. And Amber Heard and Wyatt Cenac are hippie-dippie caricatures whose free-love philosophy is as much a sham as Vivian¡¯s filmmaking ethics.Painted in the broadest possible strokes, these ropy relationships agitate a movie that has neither a coherent point nor an authentic character. There¡¯s little evidence here of the talent that made Ms. Bell¡¯s 2013 filmmaking debut, ¡°In a World ...¡± (about struggling voice-over artists), as gentle and genuine as this one is abrasive and cartoonish. Hanging out with these folks is no fun; being married to some of them is unimaginable.",0.216219153230295,"Comedy"
"197","I Dream in Another Language","2017-07-28","2017-07-27","http://www.nytimes.com/2017/07/27/movies/i-dream-in-another-language-review.html","Not Rated",0,"This is one of those movies in which every shot is beautiful. Conventionally beautiful, that is. ¡°I Dream in Another Language¡± features lush tropical landscapes and attractive, compelling people, always lit ¡ª not quite just so (the filmmakers clearly know better) ¡ª with exemplary attention to the most eye-catching detail. It¡¯s delectably watchable.Directed by Ernesto Contreras from a script by his brother Carlos, the movie opens as a young linguist, Mart¨ªn (Fernando ¨¢lvarez Rebeil), enters a remote Mexican hamlet to record the last speakers of a dying language. As it happens, they are two old men who have been enemies for 50 years.One, Isauro (Jos¨¦ Manuel Poncelis), is a hermit who speaks only the dying language. The other, Evaristo (Eligio Mel¨¦ndez), is a well-respected village elder who also speaks Spanish. Their falling-out decades before involved the woman Evaristo married. That woman is long dead, but Evaristo has an attractive granddaughter, Lluvia (F¨¢tima Molina), of whom, he says to Mart¨ªn, ¡°You lay a hand on her, I¡¯ll kill you.¡± In the next scene, Mart¨ªn and Lluvia are shown together in bed.So ¡°I Dream in Another Language¡± is that kind of movie, too. The story is not without interest, and it touches on a couple of worthwhile themes: cultural erasure and the way religious and provincial prejudices can suppress love. But its treatment of these subjects is perhaps undercut by its conventionality, which even extends to the movie¡¯s left turn into a kind of magic realism late in the story.",0.24202719096052,"Drama"
"198","I Remember You","2017-11-10","2017-11-09","http://www.nytimes.com/2017/11/09/movies/i-remember-you-review.html","",1,"The Icelandic director Oskar Thor Axelsson is clearly fluent in horror conventions. But he has commendable restraint, and his latest film, ¡°I Remember You,¡± transcends genre pyrotechnics even as it incorporates elements of Nordic noir.The film ¡ª adapted by Mr. Axelsson and Otto Geir Borg from a novel of the same name (subtitled ¡°A Ghost Story¡± in one edition) by Yrsa Sigurdardottir ¡ª tells of the entwining fates of three victims of acute misfortune.Freyr (Johannes Haukur Johannesson) is a psychiatrist tormented by the memory of his son, who mysteriously vanished years ago in a game of hide-and-seek. Now Freyr is enlisted by the police to interview the husband of an old woman who has killed herself. Working with a detective (Sara Dogg Asgeirsdottir), he uncovers multiple deaths linked to the suicide, all connected by a crime in the distant past. Grievous loss also afflicts Katrin (Anna Gunndis Gudmundsdottir) and her husband, Gardar (Thorvaldur David Kristjansson), who ¡ª with a friend, Lif (Agusta Eva Erlendsdottir) ¡ª have started renovating a decrepit house in Iceland¡¯s remote and stunningly stark Westfjords region. As Katrin wrestles with psychological demons, she senses a more supernatural threat. And then there is Bernodus (Arnar Pall Hardarson), an abused child from long ago whose life, death and afterlife yield grave consequences.Mr. Axelsson knows his faded photographs, eye-blink spectral visitations and droning soundtracks, plus that standby: the wall covered with newspaper clippings of serial murder. But he minimizes the gore, piercing the soul with mood and compelling human conflict. Which makes ¡°I Remember You¡± memorable indeed.",0.67991276257263,"Drama"
"199","I, Olga Hepnarov¨¢","2017-03-24","2017-03-22","http://www.nytimes.com/2017/03/22/movies/i-olga-hepnarova-review.html","",0,"Anchored by a startling performance by Michalina Olszanska, the Czech film ¡°I, Olga Hepnarova¡± is an austere, hypnotic story of sadness, madness and murder.The filmmakers piece together a fictionalized account of the life of Olga Hepnarova, who on July 10, 1973, drove a truck onto a sidewalk in Prague and hit at least 20 people, eight of whom died. Before committing her crime, she explained her actions in a letter, which the film shows her composing. It¡¯s a deeply discomfiting document. But the writer-directors Tomas Weinreb and Petr Kazda ¡ª shooting in black and white, which contributes both a documentary feel and an expressive vocabulary ¡ª are astute and effective in showing the circumstances that fed Ms. Hepnarova¡¯s mental illness and led to her homicidal break from the world.At 22, Ms. Hepnarova was disdained by her family, resigned to her sexuality but frustrated and bored by the women she was sleeping with, and reflexively shunned by most of her lumpen colleagues. In the film, she cultivates a vengeful monstrousness and then clings tight to it. ¡°I know I¡¯m a psycho, but an enlightened one,¡± she says at one point. ¡°One day you¡¯ll pay for your laughter and my tears.¡± Her resolve gives her an appalling confidence.Early in the movie, Ms. Olszanska, a slight, narrow-shouldered woman, plays Olga as someone trying to recede into herself, slumping and looking to the ground as she puffs on a cigarette. By the time of her trial, at which she pleads guilty and demands the death penalty, she is stiff, straight, defiant. Modern civilizations are haunted by crimes like this; ¡°I, Olga Hepnarova¡± persuasively suggests that the only understanding we can have of them is a terrifying one.",0.924361246510028,"Biography"
"200","I, Tonya","2017-12-08","2017-12-06","http://www.nytimes.com/2017/12/06/movies/i-tonya-review-margot-robbie.html","R",0,"The subject of ¡°I, Tonya¡± ¡ª a winking, eager-to-please, fictionalized gloss on the disgraced ice skater Tonya Harding ¡ª gets roughed up a lot. As a child, she is degraded and smacked around by her mother, who kicks little Tonya¡¯s chair so violently the kid flies off it. When the teenage Tonya gets involved with the man she will marry, her life as a punching bag continues. Her husband smashes her head onto a glass surface so hard that shards scatter; he bloodies her nose a few times. He also points a gun at Tonya, threatening to kill her. Despite all the beatings and blood, ¡°I, Tonya¡± insists it¡¯s a comedy.The real Tonya Harding went from fame to infamy in 1994, after she was implicated in an attack on Nancy Kerrigan, a rival. On Jan. 6, after practicing for the United States Figure Skating Championships in Detroit, Ms. Kerrigan was attacked by a man who thwacked her leg with a collapsible police baton. (He seems to have been going for her knee.) A camera captured Ms. Kerrigan on the ground as she repeatedly wailed ¡°Why?¡± Ms. Harding went on to win the championship; it was a short-lived victory. The F.B.I. was soon questioning her, her ex-husband and their dumb-and-dumber associates. By June, Ms. Harding had been barred from competing for her role in the attack. Energetically directed by Craig Gillespie, ¡°I, Tonya¡± charts the hard-won rise and calamitous fall of its title character (Margot Robbie). Taking the form of a mock, mocking documentary, one that disjointedly swings between heehaw comedy and wincing agony, the movie establishes its raised-eyebrow tone with a title card stating it¡¯s ¡°Based on irony-free, wildly contradictory and totally true interviews with Tonya Harding and Jeff Gillooly,¡± her former husband. (The screenwriter, Steven Rogers, has said that he spoke with both.) From their separate corners, the middle-aged, long-divorced Tonya and Jeff (Sebastian Stan), provide linked, at times vividly contradictory accounts of what happened. In one location, Jeff sits facing the camera in front of a large window framed by photo-covered walls. There¡¯s a lot more visual coding going on with Tonya, who¡¯s plunked down at a table in a modest kitchen wearing a pale jeans jacket and cowboy boots. Lank blond hair and bangs border her face; her neck has gone puffy. Looking into the camera, she occasionally draws on a cigarette and crosses her legs, one big, down-home, country-gal ankle resting on a knee. The real eye-catchers are the dirty dishes stacked in the sink behind her. They stay put and stay dirty, which seems curiously sloppy given that Tonya, a media veteran, is here to tell her truth. If you didn¡¯t know she had a reputation as down-and-dirty, here¡¯s a hint.As Tonya and Jeff offer up alternating stories, her past, her abuse and her triumphs come into view. The only daughter of an unhappily married couple, the young Tonya is a daddy¡¯s girl. Her father takes her hunting, teaching her how to shoot rabbit. Her awful mother, LaVona (Allison Janney, chilled and excellent), is the one who arranges for Tonya to take lessons with a skating coach (Julianne Nicholson). Tonya turns out to be a prodigy and is soon powering her way into the top echelon of the sport, despite the snobbery and visible discomfort of the judges who favor froufrou femininity over aggressive competition. They want gliding princesses, not grunting athletes like Tonya.The story of Tonya Harding has been told before in mainstream journalism and in scholarly accounts, documentaries and a quickie made-for-TV movie that lathered the soap. Before and after the incident, as it¡¯s often called, she was grist for thumb-sucking takes on women, femininity, sports and social class. Before the attack, writers liked to point out that Ms. Harding played pool and drove a truck. In a sympathetic 1992 profile, Sports Illustrated described her as a ¡°hardscrabble, dispossessed kid¡± who had become ¡°an interloper in the realm of pixies and queens who¡¯s as at home doing a brake job as she is performing an arabesque.¡± She was Cinderella with edge and muscles. In ¡°I, Tonya,¡± she is also an unreliable narrator, just like Jeff. ¡°There¡¯s no such thing as truth,¡± Tonya announces. ¡°Everyone has their own truth.¡± The film takes up this statement as its guiding narrative principle, toggling between the she-said and he-said as it hurdles toward its nadir. The older Tonya makes an assertion, and the older Jeff does likewise. The young Tonya ¡ª in flashback ¡ª says one thing, the young Jeff says something else, and every so often LaVona chimes in. Characters periodically break the fourth wall by looking into the camera and directly addressing the viewer, as if to assert ownership on the unwinding story. Listen to me, each seems to say in these moments. Ms. Robbie takes on the role with vigor and strained toothy smiles, giving an outsize performance that suits the film¡¯s broadness and showy surfaces. (She does much of her own skating, though the trickier moves were completed with stunt doubles and digital effects.) Despite the makeup and a few tragic haircuts, Ms. Robbie remains an unpersuasive fit for the tiny Ms. Harding, who could bench press more than her weight and whose sculptured muscles freaked some out. You could write a treatise on female bodies pegged to the contempt that journalists unloaded on her, especially after the attack, when they called her ¡°white trash¡± and ¡°old Thunder Thighs.¡± She was 23.As ¡°I, Tonya¡± skips here and there and thickens the plot, it becomes increasingly baffling why the filmmakers decided to put a comic spin on this pathetic, dispiriting story. No matter how hard the movie tries to coax out laughs, there¡¯s little about Ms. Harding, her circumstances or her choices that skews as funny. She was poor, grew up in trailers, had a temper, liked loud colors, dropped out of school, traded in one abuser for another and maintained some stupid acquaintances ¡ª a clown posse the filmmakers lavish too much time on. She might have played a role in the attack on Ms. Kerrigan, but in many ways Ms. Harding had already been found guilty for just being who she was. The same feels true here.¡°I, Tonya¡± asserts that the truth is elusive. Yet some facts are known. Ms. Harding ¡ª as was widely reported ¡ª took out restraining orders against Mr. Gillooly, telling the police that he had hit her and she was afraid of him. Back then, her abuse was often played down; here, it is countered by scenes in which the tough Tonya fights back, at times with a comedic spin, as if to suggest that she can give as good as she gets. That makes this film and the brutality more breezily watchable, I suppose. Still, it¡¯s instructive that at one point Tonya lectures the audience on its complicity in how she was treated. It¡¯s an impressively disingenuous wag of the finger from a film that has encouraged our laughter right from the start.",0.358217428280218,"Biography"
"201","Icarus","2017-08-04","2017-08-03","http://www.nytimes.com/2017/08/03/movies/icarus-review.html","",0,"What started as a wild idea turned into something more dangerous in ¡°Icarus,¡± a documentary that had the good fortune to be filming when bad news broke.Bryan Fogel, the director and an amateur bike racer, planned to investigate the use of performance-enhancing drugs by taking them himself and then trying to evade detection. The idea, a sort of ¡°Super Size Me¡± with steroids instead of Big Macs, brought him into contact with Dr. Grigory Rodchenkov, who led Russia¡¯s antidoping laboratory for Olympic athletes.Early scenes show Mr. Fogel injecting himself (needle-phobics, beware) with substances, then charting his performance as he meets with specialists and makes video calls with Dr. Rodchenkov.Months into the plan, Dr. Rodchenkov and Russia came under investigation for widespread doping at the Olympic Games. Mr. Fogel stops his own story and puts the focus entirely on Dr. Rodchenkov, who leaves Moscow for the United States. In interviews the doctor outlines Russia¡¯s widespread steroid program and the clandestine steps taken to cover it up. Those revelations were first made public months before the 2016 Olympics, when Dr. Rodchenkov¡¯s detailed confession about state-sponsored cheating at the 2014 Sochi Games appeared in The New York Times. In fleeing Moscow, Dr. Rodchenkov feared Russian reprisals, and the anxiety shown here is palpable; the doctor was eventually put into protective custody by the American government.Mr. Fogel could be considered either daring or foolhardy for his initial plan. But his work with Dr. Rodchenkov is levelheaded, and his documentary illuminating. There¡¯s a lot not covered here ¡ª the ethical and moral questions of such drugs, their health effects and their use in professional sports are just a few. Those will have to wait for another film. This one found its timely topic, and smartly followed along.",0.243177926300626,"Documentary"
"202","Imperfections","2017-07-28","2017-07-27","http://www.nytimes.com/2017/07/27/movies/imperfections-review.html","",0,"The title ¡°Imperfections¡± doesn¡¯t lie: Viewers of David Singer¡¯s microbudgeted directorial debut will have to endure plenty of baggy scenes and awkward exchanges to enjoy the upside of this modest con movie, which has the charming, almost anachronistic noir setting of Chicago¡¯s Jewelers Row district. (As a former Chicagoan, I¡¯ll confess to some affection for the location, around the corner from the city¡¯s main screening room for movie critics.)There, Cassidy (Virginia Kull), an aspiring actress with no real prospects, takes a job as a courier for Barry (Ed Begley Jr.), a diamond importer who is seeing Cassidy¡¯s mother (Marilu Henner). The job requires Cassidy to carry diamonds to nearby stores. The theory is that security firms get robbed; an ordinary woman on the street will not. And if she does get robbed, Alex (Ashton Holmes), Barry¡¯s son, tells her, the business has insurance. Since they are both broke, the temptations are obvious.Mr. Singer, who wrote, directed and scored the film, mines a fair amount of comedy from Cassidy¡¯s attempts to recruit an accomplice, Ray (Zach McGowan), her ex and a former drug dealer who, unfortunately for her and Alex, has embarked on a period of self-improvement.The characters¡¯ musings about regrets ¡ª life is imperfect, you see ¡ª seem superfluous, the byproducts of an overwritten screenplay. Most of the movie¡¯s pleasures come from Ms. Kull, a better actress than the one she plays, and the convolutions of the plot, which has a few good feints and dodges.",0.596541183496544,"Comedy"
"203","In Pursuit of Silence","2017-06-23","2017-06-22","http://www.nytimes.com/2017/06/22/movies/in-pursuit-of-silence-review.html","",0,"¡°In Pursuit of Silence¡± isn¡¯t what you would call a well-rounded or intellectually rigorous documentary ¡ª it¡¯s too messianic for that ¡ª but it is an interesting one. Partly inspired by George Prochnik¡¯s 2010 book of the same title, this elegant sermon by Patrick Shen on why we should dial down the racket of our daily lives will make you consider turning off and tuning out.Gathering academics, audiologists and other experts who share his anticacophony view, Mr. Shen aims to show that excessive sound can negatively affect our bodies as well as our minds. His style is compare-and-contrast: rural versus urban, the natural world versus the electronic and synthetic. Tranquil scenes from an Iowa monastery and a national park give way jarringly to the metallic din in a subway station and the deafening clamor of a restaurant. A visit to Mumbai (believed to be the noisiest city in the world) will leave your ears ringing.Shot over two years and in eight countries, the movie has a quirky lightness that prevents it from slipping into lecture. Its arguments range wide without going deep, but its factoids about the medical benefits of hanging out in a forest ¡ª and the cognitive costs of a noisy school or hospital ¡ª are fascinating and persuasive.At times, the film¡¯s insistence on linking the silent to the sacred can border on preachy. But then we check in with Greg Hindy, a stoic searcher who stopped talking for a year while he walked across the United States. As he tromps over the Golden Gate Bridge with his little cart, holding handwritten signs up to the camera, he¡¯s not looking for God ¡ª he¡¯s just seeking the space to think.",0.769963367401445,"Documentary"
"204","In Search of Fellini","2017-09-15","2017-09-14","http://www.nytimes.com/2017/09/14/movies/in-search-of-fellini-review.html","R",0,"Nancy Cartwright, the voice of Bart Simpson on the long-running animated television series, has made her first movie as a screenwriter and producer, a charming drama about the love of movies and youthful passion. ¡°In Search of Fellini¡± reimagines a whirlwind adventure Ms. Cartwright once had to try to meet the Italian director Federico Fellini. With the help of her longtime collaborator and co-writer, Peter Kjenaas, and the first-time director Taron Lexton, Ms. Cartwright creates a Felliniesque fantasy of her own.In the movie, Lucy (Ksenia Solo) is a sheltered 20-year-old who inherited her mother¡¯s idealistic view of romance and appreciation of feel-good movies. After her mother (Maria Bello) falls ill, Lucy finds solace at a festival of Fellini films and discovers movies with dark endings and sexual scenes that she had never seen before. She resolves to find the man of her cinematic dreams in Italy.Lucy, whose wide-eyed na<U+00EF>vet¨¦ is modeled after Giulietta Masina¡¯s character in ¡°La Strada,¡± isn¡¯t the only reference to Fellini¡¯s movies. ¡°In Search of Fellini¡± is overflowing with characters, locations and visual cues to the director¡¯s classics, like ¡°La Dolce Vita,¡± ¡°8 <U+00BD>¡± and ¡°Nights of Cabiria.¡± Fans who refer to Fellini as Il Maestro may delight in these references, but several cues and cameos are followed by a scene or poster of the cited movie, so as not to exclude the rest of the audience.Fellini used nostalgia to point out something about ourselves; Mr. Lexton uses it to remind us of Fellini¡¯s films. The movie can shift unevenly from effusive love letter to travel lust to sentimental moment, but that doesn¡¯t break the fantasy.",0.914923567336687,"Adventure"
"205","In the Fade","2017-12-27","2017-12-26","http://www.nytimes.com/2017/12/26/movies/in-the-fade-review-diane-kruger.html","R",0,"¡°In the Fade,¡± the new film by Fatih Akin, is divided into three parts. The first two follow a pattern that will be familiar to ¡°Law & Order¡± fans. A crime is investigated, and then a trial conducted, with a few twists and reversals on the way to the verdict. The emphasis, though, falls less on the procedural aspects of the case than its psychological effects, specifically on Katja Sekerci (Diane Kruger), a German woman whose husband and young son are killed in a bombing in Hamburg.Mr. Akin, whose previous features include the explosive ¡°Head-On¡± and the sprawling, wrenching political melodrama ¡°The Edge of Heaven,¡± observes his characters and their social environment with a rigorously measured mix of intensity and detachment. Katja, in the days and weeks after the attack, spirals through stages of grief, shock and despair. Surrounded by relatives, friends and in-laws, and visited by pushy, polite detectives, she seems desperately, furiously alone. Because her husband, Nuri (Numan Akar), was a Turkish immigrant and a former drug dealer, the police raise the specters of Islamist terrorism and gang activity. Katja is adamant: ¡°Nazis killed my husband.¡± She has the grim satisfaction of being right. If the first section of ¡°In the Fade¡± provides a series of snapshots of a contemporary German life ¡ª the hectic pleasures of its big cities; its ambivalent multiculturalism; its bureaucratic humanism ¡ª the second part zeros in on the gears of the country¡¯s legal system. Subtlety gives way to blunter characterizations when the two main advocates spar in the courtroom. Katja¡¯s interests are represented by an old friend (Denis Moschitto), who seems kind and conscientious. The accused murderers, a young married couple, are defended by a tall, bald, sarcastic lawyer (Johannes Krisch) who is perhaps a bit too transparently villainous. But he does succeed in galvanizing the audience¡¯s disgust, and in reframing the story as a conflict between the desire for justice and the drive for vengeance. This is a venerable theme in movies, driving the plots of most of westerns. In this instance, it carries an extra jolt of political relevance. How should liberal societies deal with homegrown political extremists, who seek protection from the democratic norms and institutions they are committed to destroying? How should the victims of far-right-wing violence fight back?That last question brings about a startling change of scene and tone in the movie¡¯s final section, which feels like a miniature film noir set in the incongruous sunshine of Greece. But just as ¡°In the Fade¡± should be reaching its starkest, sharpest point, as Katja¡¯s pain pushes her toward a moral crisis, Mr. Akin¡¯s focus seems to waver, and the sense of tough existential clarity that is his greatest virtue goes blurry. The ending is puzzling, when it wants to be devastating, and the political and personal sides of the story, rather than illuminating each other, fight to a stalemate.Ms. Kruger, however, who won the best actress award at Cannes in May, leaves a vivid, haunting impression. Katja, who has already traveled a path from wildness to domestic stability, struggles with the enforced passivity of violent bereavement. With her husband and son gone, the world is dislodged from its axis, and there is nothing Katja can do to set it right again. Dwelling in her sorrow is agonizing, but moving on might be even worse.",0.973188552290988,"Crime"
"206","In Transit","2017-06-23","2017-06-22","http://www.nytimes.com/2017/06/22/movies/in-transit-review-albert-maysles.html","",1,"Traveling between Chicago and the Pacific Northwest by train may not save you money, and it certainly won¡¯t save you time. But ¡°In Transit,¡± the last film from the great documentarian Albert Maysles (¡°Salesman,¡± ¡°Grey Gardens¡±), a founding figure of the direct cinema movement, suggests that we¡¯ve lost something in an era of easy flying and road trips.¡°In Transit¡± depicts cross-country train travel as a rare refuge of American idealism ¡ª the quintessence of the go-west spirit, even for passengers heading east. At 76 minutes, the movie may seem modest, but there are shades of Jack Kerouac and Studs Terkel in its chronicler¡¯s ambitions, and echoes of John Ford in its portrayal of how Americans form communities.Working with a team of co-directors ¡ª Lynn True, Nelson Walker, Ben Wu and David Usui ¡ª Mr. Maysles, who died at 88 a month before this movie¡¯s premiere at the 2015 Tribeca Film Festival, shot three round trips on Amtrak¡¯s Empire Builder route, which connects Chicago with Portland, Ore., and Seattle. (It splits into two segments west of Spokane, Wash.) Some passengers have settled in for the long haul. Others, like the woman returning to Montana to reconcile with her family, or the expectant mother eager to reach Minnesota before she goes into labor ¡ª a prospect that alarms several conductors ¡ª are on board for only part of the way. Yet ¡°In Transit¡± illustrates how their journeys mirror one another, and not just geographically. A 21-year-old heads to North Dakota, convinced that seven years of oil-boom work will earn him money for life. Another man, having already toiled there, heads in the opposite direction, to Indiana and the woman he loves, to settle down, something he thought he¡¯d never do. He worries about finding a job there.Other passengers seek to forget romance or to clear their heads. The mix is roughly even between those settling unfinished business and those, like the young man from Mississippi who left his job overnight, who have hopped aboard on impulse.¡°In Transit¡± has been edited ¡ª by Ms. True ¡ª to privilege narrative over chronology. At any moment, the movie is liable to turn up at a different spot along the route, a sort of productive disorientation that contributes to a feeling of universality. Anyone who thinks the movie was easy to make should try getting watchable footage out of a train window. (A separate drive-along trip was necessary for the picturesque exterior shots.)While observing roughhousing children, dining car meals, card games and a jam session, the movie makes room for perceptive observations on class, race and upbringing. At times, ¡°In Transit¡± seems utopian in its optimism that all it takes to get two people talking is to put them in adjacent seats. Here¡¯s a summer movie that is about ¡ª and offers ¡ª escape.",0.99890379064555,"Documentary"
"207","Ingrid Goes West","2017-08-11","2017-08-10","http://www.nytimes.com/2017/08/10/movies/ingrid-goes-west-review.html","R",0,"¡°Ingrid Goes West¡± comes close to saying something sharp about how social media promotes envy and the illusion of connectivity, but when a comedy chooses such an obvious target, it should have the courtesy to aim from an oblique angle.Matt Spicer¡¯s debut feature introduces Ingrid (Aubrey Plaza) as an obsessive, dangerous app addict who crashes a wedding and pepper-sprays the bride, ostensibly for not inviting her. It turns out the bride wasn¡¯t a friend, but merely encouraged Ingrid by commenting on one of her posts.Ingrid¡¯s next fixation is Taylor Sloane (Elizabeth Olsen), a social media gadfly. To get close to her, Ingrid moves to Los Angeles, visits a restaurant that Taylor has praised (repeating her order) and abducts Taylor¡¯s dog as a pretext for returning it. As the two become besties, the movie makes the not-revelatory point that Taylor¡¯s stage-managed life ¡ª including her dream of opening a boutique (¡°my Instagram, but in real life¡±) ¡ª is barely less fraudulent than Ingrid¡¯s.Ms. Plaza is a whiz with timing and does a deft job of shifting viewers¡¯ sympathy; her character can be loathsome or pathetic depending on the scene. O¡¯Shea Jackson Jr., as her Batman-obsessed landlord, is every bit as funny and nearly walks away with the movie. Still, Mr. Spicer cops out by going with the obvious ending. Admittedly, he has tough competition. Real life already gave social media ¡°influencers¡± a far more cutting sendup. It was called Fyre Fest.",0.015583493669727,"Comedy"
"208","Intent to Destroy","2017-11-10","2017-11-09","http://www.nytimes.com/2017/11/09/movies/intent-to-destroy-armenian-genocide-review.html","",0,"A level-headed documentary lies behind the hot-blooded title of ¡°Intent to Destroy: Death, Denial & Depiction.¡± While there may be no completely dispassionate way to discuss its topic ¡ª the Armenian genocide ¡ª the film¡¯s balance of emotion and composure helps make its stories even stronger.Some 1.5 million Armenians were killed by Ottoman Turks in the early part of the 20th century. What should be an accepted fact remains a provocative topic, as the Turkish government continues to ignore or deny the events and, as it has for a century, coerce businesses and push other governments to do the same. Joe Berlinger, the director, uses old footage of survivors and insights from historians to provide an overview of the crimes. He also embeds himself with the cast and crew of ¡°The Promise,¡± a recent fictional film set around 1915 that explores the fighting and mass killings. Mr. Berlinger¡¯s plan is smart as well as symbolic ¡ª evidence shows that the Turkish government has often pressured studios into shelving movies about the genocide. Discussions on the film set are intertwined with historical analysis, and there are explorations of crowd psychology, revisionism and German cooperation with the Ottoman Turks; it¡¯s no stretch to see how the massacre of Armenians helped lay groundwork for the Holocaust.At its core, ¡°Intent to Destroy¡± is a call to remember the victims, both for their sake and for our own. ¡°If you want to understand Yugoslavia, if you want to understand Rwanda, if you want to understand any other mass atrocity [that] is happening today, you should really look into the Armenian genocide,¡± one scholar says near the end of the documentary. ¡°History is not in the past.¡±",0.776341533024611,"Documentary"
